type,name,median_tau_score,description,ts_pc,belongs_to,id,pc,target
CP,GW-0742,16.23,"PPAR receptor agonist, insulin sensitizer","1.32, 0.43",PPAR receptor agonist,BRD-K82983861,"0.00, 0.00","INS, PPARD"
CP,7b-cis,16.01,exportin antagonist,"2.61, 0.70",,BRD-K61829047,"0.00, 0.00",XPO1
CP,lidoflazine,15.89,calcium channel antagonist,"0.60, 0.09",,BRD-K62996583,"0.00, 0.00","SCN1A, SCN3A, SLC29A1"
CP,crotamiton,-9.41,"scabicidal, antipruritic","1.06, 0.17",,BRD-K57179821,"10.00, 10.00",
CP,methyllidocaine,-9.75,"antiarrhythmic, phosphatidyl-inositol activator","0.88, 0.19",,BRD-K60060639,"0.00, 0.00",
CP,brinzolamide,-9.87,carbonic anhydrase inhibitor,"0.66, 0.23",,BRD-K74913225,"10.00, 0.00","CA2, CA1, CA7, CA12, CA14, CA4, CA5A, CYP2B6, CYP2C8"
CP,lansoprazole,-9.88,ATPase inhibitor,"1.35, 0.30",,BRD-A49172652,"0.00, 0.00","ATP4A, CYP2C19, CYP3A4, CYP3A5"
CP,medroxyprogesterone,-9.94,progesterone receptor agonist,"1.81, 0.60",Progesterone receptor agonist,BRD-K82216340,"0.00, 0.00","PGR, ESR1"
CP,diclofenac,-9.99,cyclooxygenase inhibitor,"0.78, 0.19",,BRD-K08252256,"0.00, 0.00","PTGS1, PTGS2, AKR1C3, ALOX5, ASIC1, ASIC3, CYP2C8, KCNQ2, KCNQ3, PLA2G2A, PPARG, SCN4A"
CP,ALX-5407,-10.04,"glycine transporter inhibitor, GlyT-1 inhibitor","1.20, 0.44",,BRD-K53979406,"11.11, 11.11",SLC6A9
CP,saquinavir,-10.48,"HIV protease inhibitor, peptidase inhibitor","1.15, 0.35",,BRD-K09963420,"0.00, 0.00","CYP3A4, CYP3A5"
CP,pregnenolone,-10.76,"acetylcholine release enhancer, dopamine release enhancer, GABA receptor negative allosteric modulator, glutamate receptor modulator, progesterone receptor agonist, steroid hormone inhibitor of CYP17A1 and SULT2B1","0.77, 0.25",,BRD-K39356024,"0.00, 0.00","CYP17A1, PGR, SULT2B1"
CP,BH3I-1,-10.77,BCL inhibitor,"1.03, 0.19",,BRD-A71799696,"11.11, 0.00",BCL2
CP,danazol,15.86,"estrogen receptor antagonist, luteinizing hormone releasing hormone antagonist, progesterone receptor agonist, steroid derivative with antigonadotropic and anti-estrogenic activities, tumor necrosis factor modulator","0.89, 0.22",,BRD-A20243730,"0.00, 0.00","ESR1, GNRHR, AR, CCL2, CYP2C8, GNRHR2, PGR, TNF"
CP,EHNA,15.84,adenosine deaminase inhibitor,"0.70, 0.22",,BRD-K27450477,"0.00, 0.00","ADA, PDE2A, ADORA2A"
CP,linoleic-acid,15.7,oxidative stress inducer,"1.27, 0.38",,BRD-K08973992,"0.00, 0.00","FABP4, FFAR1, FFAR4, HNF4A, KCNB1, PPARG, TRPM8"
CP,gabexate,15.68,"serine protease inhibitor, AP inhibitor, NFkB pathway inhibitor, peptidase inhibitor, protease inhibitor","1.23, 0.36",,BRD-K59256312,"0.00, 0.00","PRSS1, TPSAB1"
CP,FTase-inhibitor-B581,15.63,"farnesyltransferase inhibitor, protein farnesyltransferase inhibitor","0.83, 0.30",,BRD-K04877770,"0.00, 0.00",
CP,H-8,15.61,PKA inhibitor,"1.00, 0.30",PKA inhibitor,BRD-K18742343,"0.00, 0.00","PKIA, PRKACA"
CP,nimodipine,15.59,"calcium channel blocker, L-type calcium channel blocker","0.64, 0.13",,BRD-A58048407,"0.00, 0.00","CACNA1C, NR3C2, AHR, CACNA1D, CACNA1F, CACNA1S, CACNB1, CACNB2, CACNB3, CACNB4, CFTR"
CP,nilutamide,15.58,"androgen receptor antagonist, RNA directed RNA polymerase inhibitor","0.66, 0.20",,BRD-K23566484,"0.00, 0.00","AR, CYP2C19"
CP,prothionamide,15.58,mycobacterium tuberculosis enoyl-[acyl-carrier-protein] reductase [NADH] (inhA) inhibitor,"1.07, 0.39",,BRD-K97863768,"10.00, 0.00",
CP,digitoxigenin,15.56,ATPase inhibitor,"2.61, 0.56",ATPase inhibitor,BRD-K18518344,"0.00, 0.00",ATP1A1
CP,azauridine,-8.81,"antiviral agent, blocks the conversion of orotic acid into UMP","1.30, 0.32",,BRD-K56745457,"10.00, 0.00",
CP,trifluoperazine,-8.85,"breast cancer resistance protein inhibitor, calcium/calmodulin dependent protein kinase inhibitor, dopamine receptor, dopamine receptor antagonist, sodium channel blocker","1.24, 0.32",Dopamine receptor antagonist,BRD-K89732114,"0.00, 0.00","DRD2, ABCG2, ADRA1A, CALM1, CALY, CAMK2A, DRD4, HRH1, HTR2A, HTR2C, S100A4, SCN4A, SCN9A, TNNC1"
CP,DCPIB,-8.9,"chloride channel blocker, gap junction modulator, glutamate transporter inhibitor, membrane permeability inhibitor","0.65, 0.24",,BRD-A39255369,"0.00, 0.00",SLC1A2
CP,trequinsin,-8.91,"phosphodiesterase inhibitor, platelet aggregation inhibitor, potassium channel blocker","0.55, 0.36",,BRD-K84663978,"0.00, 0.00","PDE4A, PDE4B, PDE4C, PDE4D, PDE5A, PTGIR"
CP,brompheniramine,-8.99,histamine receptor antagonist,"0.94, 0.28",,BRD-A68723818,"10.00, 10.00","HRH1, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5"
CP,erythromycin,-9.04,"NFkB pathway inhibitor, 50S ribosomal subunit inhibitor, motilin receptor agonist, RPLV inhibitor","1.20, 0.44",,BRD-K63550407,"0.00, 0.00","CYP3A4, MLNR"
CP,RS-67333,-9.13,serotonin receptor partial agonist,"1.17, 0.35",,BRD-K46142322,"10.00, 0.00",HTR4
CP,flunarizine,-9.13,"calcium channel blocker, T-type calcium channel blocker","0.92, 0.23",,BRD-K29582677,"0.00, 0.00","CACNA1G, CACNA1H, CACNA1I, CALM1, CYP2J2, HRH1"
CP,BRD-K27074404,-9.21,solute carrier family member inhibitor,"0.93, 0.13",,BRD-K27074404,"0.00, 0.00",SLC12A5
CP,BRD-K98824517,-9.21,tyrosine phosphatase inhibitor,"2.49, 0.73",,BRD-K98824517,"0.00, 0.00",
CP,cefdinir,15.49,cell wall synthesis inhibitor,"1.60, 0.41",Bacterial cell wall synthesis inhibitor,BRD-K52735702,"0.00, 0.00",MPO
CP,D-64406,15.3,PDGFR tyrosine kinase receptor inhibitor,"1.03, 0.28",PDGFR/KIT inhibitor,BRD-K27665173,"10.00, 10.00","FLT3, PDGFRA, PDGFRB"
CP,CGS-15943,15.21,adenosine receptor antagonist,"1.56, 0.28",,BRD-K49049886,"11.11, 11.11","ADORA1, ADORA2A, ADORA2B, ADORA3"
CP,BRD-K91781484,15.21,"nuclear factor erythroid derived, like (NRF2) activator","1.51, 0.56",,BRD-K91781484,"0.00, 0.00",NFE2L2
CP,BIX-01294,15.18,"DNA methyltransferase inhibitor, histone lyinse methyltransferase inhibitor, histone lysine methyltransferase inhibitor","0.95, 0.15",,BRD-K26818574,"0.00, 0.00","EHMT1, EHMT2"
CP,iodoacetic-acid,15.15,cysteine peptidase inhibitor,"1.67, 0.34",,BRD-K88868628,"0.00, 0.00",
CP,tyrphostin,15.02,"epidermal growth factor receptor (EGFR) inhibitor, receptor tyrosine protein kinase inhibitor","1.00, 0.28",,BRD-K08132273,"0.00, 0.00",ERBB2
CP,AMN-082,14.98,glutamate receptor positive allosteric modulator,"1.10, 0.32",,BRD-K23335153,"0.00, 0.00",GRM7
CP,withaferin-a,14.61,"acetylcholinesterase inhibitor, butyrylcholinesterase inhibitors, IKK inhibitor, NFkB pathway inhibitor, PKC inhibitor","1.85, 0.40",IKK inhibitor,BRD-A52193669,"0.00, 0.00","ACHE, BCHE, IKBKB"
CP,CAY-10578,14.52,casein kinase inhibitor,"1.03, 0.23",,BRD-K54987996,"0.00, 0.00",
CP,LY-255283,-7.58,leukotriene receptor antagonist,"1.02, 0.32",,BRD-K92492521,"0.00, 0.00","LTB4R, LTB4R2"
CP,Y-26763,-7.66,"potassium channel activator, potassium channel agonist","0.83, 0.22",Potassium channel activator,BRD-K45117373,"0.00, 0.00","ABCC9, KCNJ8"
CP,pregnenolone,-7.82,"acetylcholine release enhancer, dopamine release enhancer, GABA receptor negative allosteric modulator, glutamate receptor modulator, progesterone receptor agonist, steroid hormone inhibitor of CYP17A1 and SULT2B1","1.89, 0.58",,BRD-K43880410,"10.00, 0.00","CYP17A1, PGR, SULT2B1"
CP,phentolamine,-7.94,adrenergic receptor antagonist,"0.94, 0.23",,BRD-K90333595,"0.00, 0.00","ADRA1A, ADRA2A, ADRA1B, ADRA1D, ADRA2B, ADRA2C"
CP,PNU-22394,-8.03,serotonin receptor agonist,"0.97, 0.28",,BRD-K16551401,"0.00, 0.00","MAOA, MAOB"
CP,tyrphostin-AG-538,-8.24,"insulin growth factor receptor inhibitor, tyrosine kinase inhibitor","0.94, 0.26",,BRD-K07888196,"0.00, 0.00",EGFR
CP,rottlerin,-8.41,"large conductance potassium channel activator, MAP kinase inhibitor, PKC inhibitor, protein kinase inhibitor, tissue transglutaminase inhibitor","1.28, 0.32",,BRD-K39256324,"0.00, 0.00","KCNH2, PRKCD, TGM2"
CP,fluphenazine,-8.41,"dopamine receptor antagonist, acetylcholine receptor ligand, dopamine receptor, histamine receptor antagonist, serotonin receptor antagonist","1.40, 0.49",Dopamine receptor antagonist,BRD-K55127134,"0.00, 0.00","DRD2, DRD1, CALM1, CHRNA7, DRD5, HRH1, HTR2A, HTR6, HTR7"
CP,SCH-58261,-8.6,adenosine receptor antagonist,"1.01, 0.42",,BRD-K81225797,"0.00, 0.00","ADORA2A, ADORA1, ADORA2B, ADORA3"
CP,guggulsterone,-8.68,"estrogen receptor agonist, FXR antagonist, progesterone receptor agonist, cholesterol inhibitor, IKK inhibitor, PXR agonist","0.94, 0.31",,BRD-A86109770,"10.00, 10.00","NR1H4, PGR, AR, ESR1, IKBKB, NR1I2, NR3C1, NR3C2"
CP,BU-239,14.48,"imidazoline receptor agonist, imidazoline receptor ligand","1.22, 0.47",Imidazoline ligand,BRD-K11696279,"10.00, 10.00",
CP,SB-200646,14.32,serotonin receptor antagonist,"0.74, 0.20",,BRD-K77677632,"10.00, 10.00","HTR2B, HTR2C"
CP,doxorubicin,14.26,"topoisomerase inhibitor, DNA intercalating drug","2.36, 0.74",,BRD-A76941896,"0.00, 0.00",TOP2A
CP,sulpiride,14.17,"carbonic anhydrase inhibitor, dopamine receptor, dopamine receptor antagonist","2.11, 0.84",Dopamine receptor antagonist,BRD-K51671335,"0.00, 0.00","DRD2, CA7, DRD3, CA1, CA12"
CP,prostaglandin-b2,14.07,cAMP inhibitor,"0.77, 0.26",,BRD-K82865713,"0.00, 0.00",
CP,trans-7-hydroxy-pipat,13.98,dopamine receptor ligand,"0.77, 0.33",,BRD-A01295252,"20.00, 10.00",
CP,BRD-K12401458,13.95,lysophospholipid receptor agonist,"0.76, 0.22",,BRD-K12401458,"11.11, 11.11",S1PR4
CP,metronidazole,13.92,DNA inhibitor,"1.66, 0.42",,BRD-K52020312,"0.00, 0.00","CYP2C8, CYP2E1, CYP3A5, CYP3A7"
CP,pazufloxacin,13.62,topoisomerase inhibitor,"1.58, 0.75",,BRD-K66412701,"0.00, 0.00",
CP,ritodrine,13.59,adrenergic receptor agonist,"1.26, 0.45",Beta-adrenergic receptor agonist,BRD-A59174698,"0.00, 0.00",ADRB2
CP,talipexole,-6.19,"adrenergic receptor agonist, dopamine receptor agonist, dopamine autoreceptor agonist, serotonin receptor antagonist","0.89, 0.22",,BRD-K75615183,"10.00, 0.00","DRD2, HTR3A"
CP,lavendustin-c,-6.61,epidermal growth factor receptor (EGFR) inhibitor,"1.09, 0.26",,BRD-K80725632,"0.00, 0.00","CAMK2A, EGFR, SRC"
CP,retrorsine,-6.82,"mutagenic, antimitotic, cytotoxic","0.97, 0.31",,BRD-K42142750,"0.00, 0.00",
CP,diphenidol,-7,acetylcholine receptor ligand,"1.07, 0.27",,BRD-K01663662,"0.00, 0.00","CHRM1, CHRM3, CHRM4, CHRM2"
CP,HA-14-1,-7.03,BCL inhibitor,"1.30, 0.26",BCL inhibitor,BRD-A13807286,"0.00, 0.00",BCL2
CP,betamethasone,-7.06,"corticosteroid agonist, glucocorticoid receptor agonist","1.60, 0.66",,BRD-K39188321,"0.00, 0.00",NR3C1
CP,pargyline,-7.3,monoamine oxidase inhibitor,"0.91, 0.28",,BRD-K83597974,"0.00, 0.00","MAOB, MAOA"
CP,nimetazepam,-7.32,"chloride channel agonist, GABA receptor agonist, potassium channel agonist","0.99, 0.27",,BRD-K70883034,"0.00, 0.00","GABRA1, GABRA2, GABRA3, GABRA5"
CP,L-689560,-7.35,glutamate receptor antagonist,"0.76, 0.18",,BRD-A28422058,"0.00, 0.00","GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D"
CP,dihydroergocristine,-7.56,"adrenergic receptor antagonist, prolactin inhibitor, adrenergic receptor partial agonist, dopamine receptor agonist, dopamine receptor partial agonist, dopamine receptor partial antagonist, serotonin receptor antagonist","1.11, 0.32",,BRD-A44701612,"0.00, 0.00","HTR2A, ADRA1A, ADRB1, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR3A, HTR4, HTR5A, HTR6, HTR7"
CP,aminomethyltransferase,13.53,nitric oxide synthase inhibitor,"1.30, 0.47",,BRD-A28318179,"0.00, 0.00",NOS2
CP,T-98475,13.52,gonadotropin releasing factor hormone receptor antagonist,"1.59, 0.49",,BRD-K62221994,"10.00, 0.00","GNRH1, GNRHR"
CP,megestrol,13.49,"progesterone receptor agonist, DNA inhibitor, HegG2 inhibitor","1.36, 0.45",Progesterone receptor agonist,BRD-K12002134,"0.00, 0.00",PGR
CP,XL-147,13.3,"Phosphatidylinositol 3-kinase (PI3K) inhibitor, PI3K inhibitor","2.02, 0.58",,BRD-K95901403,"0.00, 0.00","PIK3CA, PIK3CD, PIK3CG"
CP,labetalol,13.2,adrenergic receptor antagonist,"0.61, 0.19",,BRD-A07440155,"10.00, 10.00","ADRB1, ADRB2, ADRA1A, ADRA1D, ADRA1B"
CP,dexchlorpheniramine,13.2,histamine receptor antagonist,"1.17, 0.39",,BRD-K39462424,"10.00, 10.00",
CP,L-165041,13.16,PPAR receptor agonist,"0.86, 0.30",PPAR receptor agonist,BRD-K40656405,"10.00, 0.00",PPARD
CP,BU-226,13.02,imidazoline 2 receptor ligand,"1.64, 0.49",Imidazoline ligand,BRD-K56115039,"0.00, 0.00",
CP,NSC-693868,13.01,"CDK inhibitor, glycogen synthase kinase inhibitor","1.16, 0.28",,BRD-K31268420,"0.00, 0.00","CDK1, CDK5, GSK3A, GSK3B"
CP,catechin,12.9,"beta secretase inhibitor, fatty acid synthase inhibitor, free radical scavenger, immunostimulant, LDL antioxidants, quorum sensing signaling modulator, reducing agent, sodium channel blocker","1.31, 0.36",,BRD-K03600606,"0.00, 0.00","BACE1, CA1, CA12, CA14, CA2, CA4, CA6, CA9, FASN, PTGS1, SCN5A"
CP,chlordiazepoxide,-5.48,GABA benzodiazepine site receptor agonist,"1.38, 0.41",,BRD-K86595100,"0.00, 0.00","GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ"
CP,progesterone,-5.49,progesterone receptor agonist,"0.44, 0.11",,BRD-A67479912,"0.00, 0.00","PGR, CYP17A1, NR3C2, CATSPER1, CATSPER2, CATSPER3, CATSPER4, CYP2C19, ESR1, OPRK1, TRPC5"
CP,SCH-442416,-5.69,adenosine receptor antagonist,"0.95, 0.22",,BRD-K46469693,"10.00, 10.00","ADORA1, ADORA2A, ADORA2B, ADORA3"
CP,vinorelbine,-5.86,"tubulin inhibitor, apoptosis stimulant, microtubule inhibitor, mitosis inhibitor, mitotic inhibitor, tubulin polymerisation inhibitor, vinca alkaloid","1.51, 0.51",,BRD-K10916986,"20.00, 10.00",TUBB
CP,ST-91,-5.93,adrenergic receptor agonist,"1.31, 0.35",,BRD-K18905250,"10.00, 0.00",
CP,prostaglandin-a1,-6,"HSP inducer, NFKB pathway inhibitor","0.63, 0.16",,BRD-K04010869,"0.00, 0.00",
CP,1-benzylimidazole,-6.09,thromboxane synthase inhibitor,"1.14, 0.38",,BRD-K32795028,"0.00, 0.00","CYP11B1, QPCT"
CP,formestane,-6.11,aromatase inhibitor,"0.95, 0.25",Aromatase inhibitor,BRD-A31801025,"0.00, 0.00",CYP19A1
CP,scopolamine,-6.14,acetylcholine receptor antagonist,"0.90, 0.19",,BRD-K89923877,"0.00, 0.00","CHRM2, CHRM1, CHRM3, CHRM4, CHRM5, SI"
CP,7-nitroindazole,-6.18,nitric oxide synthase inhibitor,"0.81, 0.19",,BRD-K04430056,"0.00, 0.00","NOS1, NOS2, NOS3"
CP,cilostamide,12.89,phosphodiesterase inhibitor,"0.36, 0.30",,BRD-K28578425,"10.00, 0.00","PDE3A, PDE3B"
CP,methylnorlichexanthone,12.85,"Aurora kinase inhibitor, Pim kinase inhibitor, VEGFR inhibitor","0.85, 0.25",,BRD-K33193182,"0.00, 0.00","AURKB, KDR, PIM1"
CP,KU-55933,12.82,ATM kinase inhibitor,"0.84, 0.26",,BRD-K25311561,"0.00, 0.00","ATM, PRKDC"
CP,selamectin,12.72,nematocide,"1.74, 0.50",,BRD-A58564983,"0.00, 0.00",
CP,midazolam,12.4,"benzodiazepine receptor agonist, GABA benzodiazepine site receptor agonist","1.90, 0.82",Benzodiazepine receptor agonist,BRD-K00532621,"0.00, 0.00","CYP3A5, CYP3A7, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GABRR1, GABRR2, GABRR3"
CP,abiraterone,12.36,"17,20 lyase inhibitor, androgen biosynthesis inhibitor, cytochrome P450 inhibitor, steroid sulfatase inhibitor","1.34, 0.45",,BRD-K55301415,"0.00, 0.00","CYP17A1, CYP11B1"
CP,rizatriptan,12.07,serotonin receptor agonist,"0.34, 0.08",,BRD-K75699339,"0.00, 0.00","HTR1D, HTR1B, HTR1F, HTR1A, HTR1E"
CP,milnacipran,12.01,"serotonin reuptake inhibitor, adrenergic transmitter uptake inhibitor, norepinephrine reputake inhibitor, norepinephrine reuptake inhibitor, serotonin uptake inhibitor","1.49, 0.43",,BRD-K02227374,"0.00, 0.00","SLC6A2, SLC6A4, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B"
CP,rifabutin,11.93,"DNA directed DNA polymerase inhibitor, DNA directed RNA polymerase inhibitor, protein synthesis inhibitor","1.76, 0.69",,BRD-K30563334,"0.00, 0.00","CYP3A4, HSP90AA1, HSP90B1"
CP,telenzepine,11.92,acetylcholine receptor antagonist,"0.53, 0.17",,BRD-K06147391,"0.00, 0.00",CHRM1
CP,tyrphostin-AG-82,-4.65,"EGFR inhibitor, epidermal growth factor receptor (EGFR) inhibitor, tyrosine kinase inhibitor","0.80, 0.15",,BRD-K03670461,"0.00, 0.00","EGFR, LCK"
CP,nonoxynol-9,-4.68,interacts with the lipids in the membranes of the acrosome and the midpiece of the sperm,"1.23, 0.22",,BRD-K88625236,"0.00, 0.00",
CP,donepezil,-4.77,acetylcholinesterase inhibitor,"1.13, 0.32",,BRD-A49160188,"0.00, 0.00","ACHE, HTR2A"
CP,trimethobenzamide,-4.77,histamine receptor antagonist,"0.81, 0.31",,BRD-K34415467,"20.00, 10.00",DRD2
CP,LY-278584,-4.82,serotonin receptor antagonist,"0.68, 0.18",,BRD-A12016240,"0.00, 0.00",HTR3A
CP,trimebutine,-4.84,"opioid receptor agonist, acetylcholine receptor antagonist, Sodium Channel  Blockers","1.00, 0.30",,BRD-A92630576,"0.00, 0.00","CHRM1, CHRM2, CHRM3, CHRM4"
CP,estrone,-4.94,"estrogen receptor agonist, estrogenic hormone","0.52, 0.35",Estrogen receptor agonist,BRD-K81839095,"10.00, 10.00","ESR1, ESR2"
CP,cefalexin,-4.97,cell wall synthesis inhibitor,"1.35, 0.28",Bacterial cell wall synthesis inhibitor,BRD-K90733503,"0.00, 0.00",
CP,umbelliferone,-5.24,"carbonic anhydrase inhibitor, cyclooxygenase inhibitor","0.61, 0.16",,BRD-K87991767,"0.00, 0.00","CA9, CA12, PTGS2"
CP,norketamine,-5.3,glutamate receptor antagonist,"1.31, 0.39",,BRD-A10355991,"0.00, 0.00","CYP2B6, CYP2C19, CYP3A5, GRIN1"
CP,iopanoic-acid,11.9,radiopaque medium,"1.26, 0.73",,BRD-A42628519,"0.00, 0.00",
CP,doxorubicin,11.8,"topoisomerase inhibitor, DNA intercalating drug","1.58, 0.51",,BRD-A52530684,"0.00, 0.00",TOP2A
CP,phenprobamate,11.36,skeletal muscle relaxant,"0.67, 0.23",,BRD-K22009844,"12.50, 0.00",
CP,BRD-K45031696,11.23,cytohesin inhibitor,"0.55, 0.10",,BRD-K45031696,"0.00, 0.00",
CP,PP-3,11.16,EGFR kinase inhibitor,"0.85, 0.35",,BRD-K16977723,"0.00, 0.00",
CP,benactyzine,10.89,acetylcholine receptor antagonist,"1.19, 0.39",,BRD-K85030058,"0.00, 0.00",
CP,proscillaridin,10.8,ATPase inhibitor,"2.23, 0.53",ATPase inhibitor,BRD-A34806832,"0.00, 0.00",ATP1A1
CP,ubenimex,10.74,"leukotriene hydrolase inhibitor, alanine aminopeptidase inhibitor, aminopeptidase B inhibitor, immunostimulant, peptidase inhibitor","0.56, 0.08",,BRD-K59574735,"0.00, 0.00","LTA4H, ANPEP, RNPEP"
CP,CGP-7930,10.18,"GABA receptor modulator, GABA receptor positive allosteric modulator","1.00, 0.22",,BRD-K65786282,"10.00, 10.00",GABBR1
CP,BW-723C86,10.05,serotonin receptor agonist,"0.78, 0.22",,BRD-A17428743,"0.00, 0.00","HTR2B, HTR2A, HTR2C"
CP,KU-C103871,-4.24,GSP agonist,"1.35, 0.42",,BRD-K51302260,"0.00, 0.00",SMAD3
CP,mestanolone,-4.24,androgenic steroid,"1.38, 0.44",Androgen receptor modulator,BRD-K18523449,"0.00, 0.00",
CP,anagrelide,-4.31,phosphodiesterase inhibitor,"0.98, 0.31",,BRD-K62200014,"10.00, 0.00",PDE3A
CP,BRD-K20401833,-4.32,ROR inverse agonist,"1.08, 0.23",,BRD-K20401833,"0.00, 0.00",RORA
CP,L-745870,-4.34,dopamine receptor antagonist,"0.74, 0.18",,BRD-K05528470,"0.00, 0.00","DRD4, DRD1, DRD2, DRD3, HTR1A, HTR2A, HTR6, HTR7"
CP,phenacetin,-4.38,cyclooxygenase inhibitor,"0.81, 0.15",Cyclooxygenase inhibitor,BRD-K38323065,"0.00, 0.00",PTGS1
CP,JTE-013,-4.4,lysophospholipid receptor antagonist,"0.72, 0.19",,BRD-K43330982,"20.00, 20.00","S1PR2, P2RY10"
CP,ebelactone-b,-4.48,pancreatic lipase inhibitor,"1.40, 0.40",,BRD-K64935403,"0.00, 0.00",PNLIP
CP,2-(biphenyl-4-ylsulfonamido)pentanedioic-acid,-4.5,matrix metalloprotease inhibitor,"0.60, 0.11",,BRD-A71657825,"22.22, 22.22","MMP13, MMP8, MMP9"
CP,bupropion,-4.61,"dopamine reuptake inhibitor, adrenergic transmitter uptake inhibitor, dopamine transporter inhibitor, norepinephrine transporter inhibitor, norepinephrine/dopamine dual reuptake inhibitor","0.61, 0.08",,BRD-A05186015,"0.00, 0.00","SLC6A2, SLC6A3, CHRNA3, CYP2B6"
CP,sulfasalazine,10,"cyclooxygenase inhibitor, disease modifying antirheumatic drug, lipoxygenase inhibitor, NFkB pathway inhibitor, prostanoid receptor inhibitor, thromboxane receptor antagonist","1.00, 0.25",,BRD-K10670311,"12.50, 0.00","PTGS1, PTGS2, ACAT1, ALOX5, CHUK, IKBKB, PLA2G1B, PPARG, SLC46A1, SLC7A11, TBXAS1"
CP,CPCCOEt,9.94,glutamate receptor antagonist,"0.74, 0.25",,BRD-A18202423,"0.00, 0.00",GRM1
CP,arvanil,9.9,"TRPV agonist, cannabinoid receptor agonist","0.99, 0.31",,BRD-K34092021,"10.00, 0.00","CNR1, TRPV1"
CP,butabindide,9.74,tripeptidyl peptidase inhibitor,"0.98, 0.26",,BRD-A58157837,"10.00, 10.00",TPP2
CP,tyrphostin-A9,9.71,"protein tyrosine kinase inhibitor, tyrosine kinase inhibitor","2.16, 0.70",,BRD-K40255344,"10.00, 10.00",
CP,enalapril,9.7,"angiotensin converting enzyme inhibitor, angiotensin receptor blocker","1.09, 0.33",,BRD-K44497846,"0.00, 0.00",ACE
CP,TC-2559,9.53,"acetylcholine receptor agonist, acetylcholine receptor ligand","1.17, 0.38",,BRD-K67352070,"10.00, 10.00",CHRNA4
CP,amylocaine,9.33,local anesthetic,"1.07, 0.43",,BRD-A09062839,"0.00, 0.00",
CP,amitriptyline,9.32,"norepinephrine inhibitor, serotonin receptor inhibitor, sigma receptor inhibitor","1.08, 0.27",Serotonin receptor antagonist,BRD-K53737926,"10.00, 10.00","CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HRH1, HTR6, SLC6A2, SLC6A4, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRB1, ADRB2, ADRB3, HRH2, HRH4, HTR1A, HTR1B, HTR1D, HTR2A, HTR2C, HTR7, KCNA1, KCND2, KCND3, KCNQ2, KCNQ3, NTRK1, NTRK2, OPRD1, OPRK1, OPRM1, SIGMAR1"
CP,L-161982,9.27,"prostanoid receptor antagonist, angiotensin receptor antagonist","0.86, 0.34",,BRD-K39733634,"0.00, 0.00",PTGER4
CP,AZD-7762,-3.44,CHK inhibitor,"1.49, 0.57",,BRD-K46056750,"0.00, 0.00","CHEK1, CHEK2"
CP,biperiden,-3.54,anticholinergic,"0.61, 0.15",,BRD-A00546892,"0.00, 0.00","CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA2"
CP,erythromycin,-3.6,"NFkB pathway inhibitor, 50S ribosomal subunit inhibitor, motilin receptor agonist, RPLV inhibitor","0.74, 0.14",,BRD-K39746403,"10.00, 0.00","CYP3A4, MLNR"
CP,artemether,-3.71,"antimalarial, interacts with heme and with COX3","1.15, 0.26",,BRD-K39621635,"0.00, 0.00","ATP1A1, CYP2B6, CYP2C19, CYP3A5"
CP,desipramine,-3.76,"norepinephrine transporter inhibitor, Sodium Channel  Blockers, tricyclic antidepressant (TCA)","1.41, 0.42",Tricyclic antidepressant,BRD-K60762818,"0.00, 0.00","SLC6A2, SLC6A4, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HTR1A, HTR2A, HTR2C, SMPD1"
CP,dextromethorphan,-4.02,"glutamate receptor antagonist, sigma receptor agonist","0.61, 0.14",,BRD-K33211335,"0.00, 0.00","SIGMAR1, CHRNA2, CHRNA3, CHRNA4, CHRNA7, CHRNB2, CHRNB4, CYBA, CYBB, CYP3A5, GRIN1, GRIN3A, NCF1, NCF2, NCF4, OPRD1, OPRK1, OPRM1, PGRMC1, RAC1, RAC2, SLC6A2, SLC6A4"
CP,rescinnamine,-4.04,angiotensin converting enzyme inhibitor,"1.10, 0.27",,BRD-K52930707,"0.00, 0.00",ACE
CP,dopamine,-4.1,dopamine receptor agonist,"0.88, 0.34",,BRD-K43887077,"0.00, 0.00","DRD2, DRD1, DRD3, DRD4, DRD5, DBH, HTR1A, HTR7, SLC6A2, SLC6A3, SLC6A4"
